"geolocation","count"
"bom jesus do sul, PR, Brasil",12
"glicerio, RJ, Brasil",12
"sao joao de pirabas, PA, Brasil",12
"dois irmãos do buriti, MS, Brasil",12
"joão câmara, RN, Brasil",12
"maracaja, SC, Brasil",12
"califórnia, PR, Brasil",12
"califórnia da barra, RJ, Brasil",12
"glória do goitá, PE, Brasil",12
"lidice, RJ, Brasil",12
"padre carvalho, MG, Brasil",12
"são tomás de aquino, MG, Brasil",12
"padre fialho, MG, Brasil",12
"catuípe, RS, Brasil",12
"são josé de mipibu, RN, Brasil",12
"santana do itarare, PR, Brasil",12
"ibiaí, MG, Brasil",12
"antonio cardoso, BA, Brasil",12
"jampruca, MG, Brasil",12
"são josé do cerrito, SC, Brasil",12
"ribeirão branco, SP, Brasil",12
"arapua, MG, Brasil",12
"teofilândia, BA, Brasil",12
"redencao da serra, SP, Brasil",12
"enéas marques, PR, Brasil",12
"picuí, PB, Brasil",12
"são jorge d'oeste, PR, Brasil",12
"ibiaçá, RS, Brasil",12
"missao velha, CE, Brasil",12
"fatimarmnte dutra, MA, Brasil",12
"lagoa do ouro, PE, Brasil",12
"santana do acaraú, CE, Brasil",12
"planaltino, BA, Brasil",11
"apuarema, BA, Brasil",11
"jeriquara, SP, Brasil",11
"nova floresta, PB, Brasil",11
"peixe, TO, Brasil",11
"nova fatima, BA, Brasil",11
"são carlos do ivaí, PR, Brasil",11
"nova america da colina, PR, Brasil",11
"aroeiras, PB, Brasil",11
"alcantara, MA, Brasil",11
"passira, PE, Brasil",11
"claro dos pocoes, MG, Brasil",11
"natividade, TO, Brasil",11
"alto paraiso, RO, Brasil",11
"berizal, MG, Brasil",11
"flores de goias, GO, Brasil",11
"são pedro do sul, RS, Brasil",11
"jandaira, BA, Brasil",11
"romelandia, SC, Brasil",11
"francisco santos, PI, Brasil",11
"jaguapitã, PR, Brasil",11
"nova andradina, RS, Brasil",11
"nazaré da mata, PE, Brasil",11
"itanhanga, MT, Brasil",11
"ibertioga, MG, Brasil",11
"padre paraíso, MG, Brasil",11
"santa amelia, PR, Brasil",11
"ouvidor, GO, Brasil",11
"gongogi, BA, Brasil",11
"santa clara d'oeste, SP, Brasil",11
"tupãssi, PR, Brasil",11
"santo antonio de goias, GO, Brasil",11
"campos verdes, GO, Brasil",11
"vieiras, MG, Brasil",11
"sao vicente ferrer, MA, Brasil",11
"wagner, BA, Brasil",11
"corumbatai do sul, PR, Brasil",11
"vargem grande do rio pardo, MG, Brasil",11
"capitao andrade, MG, Brasil",11
"nova lacerda, MT, Brasil",11
"vale do sol, RS, Brasil",11
"banzae, BA, Brasil",11
"barao de juparana, RJ, Brasil",11
"querência do norte, PR, Brasil",11
"nova independencia, SP, Brasil",11
"coracao de maria, BA, Brasil",11
"vila nova do sul, RS, Brasil",11
"nova guataporanga, SP, Brasil",11
"uruçuca, BA, Brasil",10
"presidente janio quadros, BA, Brasil",10
"irará, BA, Brasil",10
"agua preta, PE, Brasil",10
"doverlândia, GO, Brasil",10
"nova roma, GO, Brasil",10
"flora rica, SP, Brasil",10
"brejo dos santos, PB, Brasil",10
"turvelandia, GO, Brasil",10
"abdon batista, SC, Brasil",10
"joaíma, MG, Brasil",10
"sao benedito do rio preto, MA, Brasil",10
"itiquira, MT, Brasil",10
"mira estrela, SP, Brasil",10
"balbinos, SP, Brasil",10
"irape, SP, Brasil",10
"ibiraja, BA, Brasil",10
"marques de souza, RS, Brasil",10
"santa cruz do piaui, PI, Brasil",10
"franca sp, SP, Brasil",10
"cacimbinhas, AL, Brasil",10
"aurora do para, PA, Brasil",10
"sao vicente, RN, Brasil",10
"são josé do belmonte, PE, Brasil",10
"echaporã, SP, Brasil",10
"itapirapuã, GO, Brasil",10
"maceia³, AL, Brasil",10
"simolândia, GO, Brasil",10
"boa vista do cadeado, RS, Brasil",10
"lagoao, RS, Brasil",10
"ipixuna do pará, PA, Brasil",10
"iguatu, PR, Brasil",10
"ocara, CE, Brasil",10
"arenopolis, GO, Brasil",10
"tanque d'arca, AL, Brasil",10
"governador eugenio barros, MA, Brasil",10
"america dourada, BA, Brasil",10
"jaraguari, MS, Brasil",10
"campos dos goytacaze, RJ, Brasil",10
"candeal, BA, Brasil",10
"tauá, CE, Brasil",10
"mato leitao, RS, Brasil",10
"quixelo, CE, Brasil",10
"alto alegre do maranhao, MA, Brasil",10
"jesuânia, MG, Brasil",10
"maranhaozinho, MA, Brasil",10
"são francisco do guaporé, RO, Brasil",10
"ubai, MG, Brasil",10
"charrua, RS, Brasil",10
"são joão do sul, SC, Brasil",10
"groairas, CE, Brasil",10
"presidente medici, MA, Brasil",10
"engenheiro beltrão, PR, Brasil",10
"praia grande, ES, Brasil",10
"tangará, SC, Brasil",10
"sao sebastiao, AL, Brasil",10
"barauna, RN, Brasil",10
"pratápolis, MG, Brasil",10
"nossa senhora da glória, SE, Brasil",10
"pareci novo, RS, Brasil",10
"morro agudo de goias, GO, Brasil",10
"são joaquim do monte, PE, Brasil",10
"fatima, TO, Brasil",10
"ceará-mirim, RN, Brasil",10
"são domingos do maranhão, MA, Brasil",10
"sao pedro do iguacu, PR, Brasil",10
"murucupi, PA, Brasil",10
"pium, TO, Brasil",10
"durandé, MG, Brasil",10
"nova boa vista, RS, Brasil",10
"araricá, RS, Brasil",10
"estrela d oeste, SP, Brasil",10
"terra nova, PE, Brasil",10
"sao pedro do butia, RS, Brasil",10
"chorozinho, CE, Brasil",10
"aracatu, BA, Brasil",10
"urucurituba, AM, Brasil",10
"rio rufino, SC, Brasil",10
"parnarama, MA, Brasil",10
"corrego danta, MG, Brasil",10
"nova crixás, GO, Brasil",10
"braço do rio, ES, Brasil",10
"vicente dutra, RS, Brasil",10
"agua nova, RN, Brasil",10
"cravolandia, BA, Brasil",10
"sardoa, MG, Brasil",10
"nova brasilândia d'oeste, RO, Brasil",10
"jansen, RS, Brasil",10
"maracana, SC, Brasil",10
"divinesia, MG, Brasil",10
"centro novo do maranhao, MA, Brasil",10
"mamonas, MG, Brasil",10
"anaurilândia, MS, Brasil",10
"irauçuba, CE, Brasil",10
"serrita, PE, Brasil",10
"rubiácea, SP, Brasil",10
"doutor ulysses, PR, Brasil",10
"carnaíba, PE, Brasil",10
"antônio carlos, SC, Brasil",10
"pedranopolis, SP, Brasil",9
"gentio do ouro, BA, Brasil",9
"jundiaí do sul, PR, Brasil",9
"ourem, PA, Brasil",9
"aiuaba, CE, Brasil",9
"saloá, PE, Brasil",9
"mucugê, BA, Brasil",9
"antônio prado de minas, MG, Brasil",9
"porto de pedras, AL, Brasil",9
"pedras altas, RS, Brasil",9
"canaa, MG, Brasil",9
"prata, PB, Brasil",9
"correntes, PE, Brasil",9
"saboeiro, CE, Brasil",9
"agua branca, AL, Brasil",9
"grupiara, MG, Brasil",9
"boa vista das missoes, RS, Brasil",9
"grão mogol, MG, Brasil",9
"cariús, CE, Brasil",9
"madalena, CE, Brasil",9
"santa isabel do ivaí, PR, Brasil",9
"ponte alta do norte, SC, Brasil",9
"porto estrela, MT, Brasil",9
"verê, PR, Brasil",9
"sao felix de minas, MG, Brasil",9
"núcleo bandeirante, DF, Brasil",9
"ipiranga do sul, RS, Brasil",9
"jordanesia, SP, Brasil",9
"paraí, RS, Brasil",9
"dom basílio, BA, Brasil",9
"santo amaro das brotas, SE, Brasil",9
"ipiranga de goias, GO, Brasil",9
"sao geraldo da piedade, MG, Brasil",9
"angelina, SC, Brasil",9
"igrapiuna, BA, Brasil",9
"paripueira, AL, Brasil",9
"presidente nereu, SC, Brasil",9
"sao nicolau, RS, Brasil",9
"vargem alegre, RJ, Brasil",9
"turmalina, SP, Brasil",9
"sao joao, PE, Brasil",9
"campo bonito, PR, Brasil",9
"herval d' oeste, SC, Brasil",9
"herval doeste, SC, Brasil",9
"sao joao da urtiga, RS, Brasil",9
"adrianopolis, PR, Brasil",9
"japaratuba, SE, Brasil",9
"desterro, PB, Brasil",9
"britânia, GO, Brasil",9
"sucesso, CE, Brasil",9
"indiaporã, SP, Brasil",9
"sao felix, BA, Brasil",9
"belem, AL, Brasil",9
"rio de janeiro, rio de janeiro, brasil, RJ, Brasil",9
"lucena, PB, Brasil",9
"umburanas, BA, Brasil",9
"paulista, PB, Brasil",9
"cristália, MG, Brasil",9
"ressaquinha, MG, Brasil",9
"taquarivaí, SP, Brasil",9
"ituaçu, BA, Brasil",9
"lebon régis, SC, Brasil",9
"coronel joao pessoa, RN, Brasil",9
"sao bonifacio, SC, Brasil",9
"areial, PB, Brasil",9
"mutunopolis, GO, Brasil",9
"taparuba, MG, Brasil",9
"imaculada, PB, Brasil",9
"colonia castrolanda, PR, Brasil",9
"ivaté, PR, Brasil",9
"pindobaçu, BA, Brasil",9
"ibiracatu, MG, Brasil",9
"cristinapolis, SE, Brasil",9
"pindaré-mirim, MA, Brasil",9
"jacutinga, RS, Brasil",9
"inaciolândia, GO, Brasil",9
"anage, BA, Brasil",9
"angélica, MS, Brasil",9
"jequirica, BA, Brasil",9
"coronel pacheco, MG, Brasil",9
"tocos do moji, MG, Brasil",9
"pequizeiro, TO, Brasil",9
"entre-ijuís, RS, Brasil",9
"ribeirão do sul, SP, Brasil",9
"jardim do seridó, RN, Brasil",9
"alegria, RS, Brasil",9
"picarra, PA, Brasil",9
"hidrelétrica tucuruí, PA, Brasil",9
"palminopolis, GO, Brasil",9
"aragoiania, GO, Brasil",9
"santo antonio do planalto, RS, Brasil",9
"sant'ana do livramento, RS, Brasil",9
"visconde de maua, RJ, Brasil",9
"ibarama, RS, Brasil",9
"itaicaba, CE, Brasil",9
"santo expedito, SP, Brasil",9
"itaguari, GO, Brasil",9
"sao joao do paraiso, RJ, Brasil",9
"caxambu do sul, SC, Brasil",9
"palhano, CE, Brasil",9
"girau do ponciano, AL, Brasil",9
"lagoa dos patos, MG, Brasil",8
"coxilha, RS, Brasil",8
"protasio alves, RS, Brasil",8
"pureza, RJ, Brasil",8
"pirapo, PR, Brasil",8
"corumbá de goiás, GO, Brasil",8
"quatituba, MG, Brasil",8
"dário meira, BA, Brasil",8
"coronel martins, SC, Brasil",8
"quixelô, CE, Brasil",8
"pindoba, AL, Brasil",8
"travessao, RJ, Brasil",8
"erebango, RS, Brasil",8
"renascença, PR, Brasil",8
"estrela do indaiá, MG, Brasil",8
"ribeirão cascalheira, MT, Brasil",8
"pedra do indaia, MG, Brasil",8
"ribeirão vermelho, MG, Brasil",8
"felixlândia, MG, Brasil",8
"colônia leopoldina, AL, Brasil",8
"figueirópolis d'oeste, MT, Brasil",8
"florania, RN, Brasil",8
"floraí, PR, Brasil",8
"chácara, MG, Brasil",8
"parisi, SP, Brasil",8
"chalé, MG, Brasil",8
"cerro grande, RS, Brasil",8
"frei gaspar, MG, Brasil",8
"alagoa nova, PB, Brasil",8
"frutuoso gomes, RN, Brasil",8
"ceilandia norte, DF, Brasil",8
"jatobá, PE, Brasil",8
"salto do itararé, PR, Brasil",8
"goianorte, TO, Brasil",8
"orós, CE, Brasil",8
"santa cruz de goias, GO, Brasil",8
"gramado xavier, RS, Brasil",8
"júlio mesquita, SP, Brasil",8
"aguas mornas, SC, Brasil",8
"cariri do tocantins, TO, Brasil",8
"careaçu, MG, Brasil",8
"oeiras do pará, PA, Brasil",8
"novo planalto, GO, Brasil",8
"vila dos cabanos, PA, Brasil",8
"santa maria do pará, PA, Brasil",8
"novo cabrais, RS, Brasil",8
"santa mônica, PR, Brasil",8
"novo alegre, TO, Brasil",8
"capitao, RS, Brasil",8
"caparao, MG, Brasil",8
"guimaraes, MA, Brasil",8
"canindé de são francisco, SE, Brasil",8
"nova esperança do sul, RS, Brasil",8
"heliopolis, BA, Brasil",8
"nova canaã paulista, SP, Brasil",8
"nova canaã, BA, Brasil",8
"vila pereira, MG, Brasil",8
"santo antonio do caiua, PR, Brasil",8
"santo antonio do leste, MT, Brasil",8
"santo antonio do taua, PA, Brasil",8
"lago verde, MA, Brasil",8
"santo antônio do palma, RS, Brasil",8
"nipoã, SP, Brasil",8
"campina das missões, RS, Brasil",8
"campestre do maranhão, MA, Brasil",8
"agua comprida, MG, Brasil",8
"mágda, SP, Brasil",8
"sao domingos do sul, RS, Brasil",8
"morro redondo, RS, Brasil",8
"morro grande, SC, Brasil",8
"tabaporã, MT, Brasil",8
"anadia, AL, Brasil",8
"sao joao da serra negra, MG, Brasil",8
"icaraí de minas, MG, Brasil",8
"sao joao do sabugi, RN, Brasil",8
"monte belo do sul, RS, Brasil",8
"sao jorge do oeste, PR, Brasil",8
"monte alegre, RN, Brasil",8
"sao jose do campestre, RN, Brasil",8
"mombaça, CE, Brasil",8
"sao jose do divino, MG, Brasil",8
"cabaceiras do paraguacu, BA, Brasil",8
"imbaú, PR, Brasil",8
"turvolândia, MG, Brasil",8
"sao miguel do gostoso, RN, Brasil",8
"ipaumirim, CE, Brasil",8
"mauá da serra, PR, Brasil",8
"maurilândia, GO, Brasil",8
"braunas, MG, Brasil",8
"ipiabas, RJ, Brasil",8
"brasileia, AC, Brasil",8
"ipiguá, SP, Brasil",8
"mato rico, PR, Brasil",8
"aceguá, RS, Brasil",8
"mata, RS, Brasil",8
"massapê, CE, Brasil",8
"ipê, RS, Brasil",8
"boqueirão do leão, RS, Brasil",8
"wenceslau guimarães, BA, Brasil",8
"satubinha, MA, Brasil",8
"segredo, RS, Brasil",8
"itacurussa, RJ, Brasil",8
"itaguacu, GO, Brasil",8
"itaguajé, PR, Brasil",8
"augustinópolis, TO, Brasil",8
"xangrila, RS, Brasil",8
"mairipotaba, GO, Brasil",8
"boa vista do buricá, RS, Brasil",8
"itapecuru-mirim, MA, Brasil",8
"magalhaes de almeida, MA, Brasil",8
"siderópolis, SC, Brasil",8
"lagoa real, BA, Brasil",8
"machadinho, RS, Brasil",8
"lupionópolis, PR, Brasil",8
"luizlândia do oeste, MG, Brasil",8
"laranjal, PR, Brasil",8
"belem de sao francisco, PE, Brasil",8
"jiquiriçá, BA, Brasil",8
"abaíra, BA, Brasil",8
"água branca, PB, Brasil",8
"abaré, BA, Brasil",8
"aurilandia, GO, Brasil",8
"jacare (cabreuva), SP, Brasil",8
"jacaré (cabreúva), SP, Brasil",8
"jacigua, ES, Brasil",8
"joaquim pires, PI, Brasil",8
"antonina do norte, CE, Brasil",8
"arara, PB, Brasil",8
"araruna, PB, Brasil",8
"treviso, SC, Brasil",8
"arenápolis, MT, Brasil",8
"arneiroz, CE, Brasil",8
"são martinho, SC, Brasil",8
"são miguel, RN, Brasil",8
"águia branca, ES, Brasil",8
"porto esperidião, MT, Brasil",8
"portela, RJ, Brasil",8
"porto grande, AP, Brasil",8
"pouso novo, RS, Brasil",8
"almino afonso, RN, Brasil",8
"dionísio, MG, Brasil",8
"crominia, GO, Brasil",8
"croata, CE, Brasil",8
"calcado, PE, Brasil",7
"senador cortes, MG, Brasil",7
"cachoeira do brumado, MG, Brasil",7
"anguera, BA, Brasil",7
"fernao, SP, Brasil",7
"cassia dos coqueiros, SP, Brasil",7
"erere, CE, Brasil",7
"governador dix-sept rosado, RN, Brasil",7
"remigio, PB, Brasil",7
"santo inácio, PR, Brasil",7
"ibiara, PB, Brasil",7
"agua fria de goias, GO, Brasil",7
"senador salgado filho, RS, Brasil",7
"sao jose do piaui, PI, Brasil",7
"varzedo, BA, Brasil",7
"paulino neves, MA, Brasil",7
"candói, PR, Brasil",7
"tururu, CE, Brasil",7
"erico cardoso, BA, Brasil",7
"pirai do norte, BA, Brasil",7
"santa luzia do norte, AL, Brasil",7
"barão, RS, Brasil",7
"cotegipe, BA, Brasil",7
"jaboatão dos gurarapes, PE, Brasil",7
"rio bracnco, AC, Brasil",7
"montanhas, RN, Brasil",7
"solânea, PB, Brasil",7
"bom jardim de goiás, GO, Brasil",7
"abadiânia, GO, Brasil",7
"sao patricio, GO, Brasil",7
"nova ubirata, MT, Brasil",7
"riacho da cruz, RN, Brasil",7
"gália, SP, Brasil",7
"jussiape, BA, Brasil",7
"itaporanga d'ajuda, SE, Brasil",7
"manoel urbano, AC, Brasil",7
"leopolis, PR, Brasil",7
"santo antônio, RN, Brasil",7
"ribeira do amparo, BA, Brasil",7
"lamim, MG, Brasil",7
"vitoria das missoes, RS, Brasil",7
"glória de dourados, MS, Brasil",7
"belmonte, SC, Brasil",7
"pires ferreira, CE, Brasil",7
"angical, BA, Brasil",7
"serranopolis de minas, MG, Brasil",7
"olhos d'agua, MG, Brasil",7
"morro do ferro, MG, Brasil",7
"marilândia do sul, PR, Brasil",7
"são joão da ponte, MG, Brasil",7
"ilicínea, MG, Brasil",7
"novo brasil, ES, Brasil",7
"cocais, MG, Brasil",7
"nova aurora, GO, Brasil",7
"brazlandia, DF, Brasil",7
"mossamedes, GO, Brasil",7
"montadas, PB, Brasil",7
"farol, PR, Brasil",7
"mariano moro, RS, Brasil",7
"taquarucu do sul, RS, Brasil",7
"itaoca, SP, Brasil",7
"paranoa, DF, Brasil",7
"caetes, PE, Brasil",7
"icaraíma, PR, Brasil",7
"sao joao do paraiso, MA, Brasil",7
"trabiju, SP, Brasil",7
"viçosa do ceará, CE, Brasil",7
"pocao, PE, Brasil",7
"novo itacolomi, PR, Brasil",7
"claraval, MG, Brasil",7
"japoata, SE, Brasil",7
"chiapetta, RS, Brasil",7
"jacarau, PB, Brasil",7
"barra do jacare, PR, Brasil",7
"joão dourado, BA, Brasil",7
"cacaulandia, RO, Brasil",7
"nossa senhora de lourdes, SE, Brasil",7
"jerico, PB, Brasil",7
"silvanopolis, TO, Brasil",7
"conceicao do caninde, PI, Brasil",7
"brejoes, BA, Brasil",7
"botuverá, SC, Brasil",6
"pingo-d agua, MG, Brasil",6
"quixada, PE, Brasil",6
"pindaré mirim, MA, Brasil",6
"santo antônio do itambé, MG, Brasil",6
"praia norte, TO, Brasil",6
"jaupaci, GO, Brasil",6
"tejupá, SP, Brasil",6
"são joão do oriente, MG, Brasil",6
"sao tome, RN, Brasil",6
"dores de guanhães, MG, Brasil",6
"dona euzébia, MG, Brasil",6
"são miguel do anta, MG, Brasil",6
"boracéia, SP, Brasil",6
"araçoiaba, PE, Brasil",6
"diamante d'oeste, PR, Brasil",6
"sao jose do divino, PI, Brasil",6
"sapeaçu, BA, Brasil",6
"mariópolis, PR, Brasil",6
"mariápolis, SP, Brasil",6
"juripiranga, PB, Brasil",6
"pântano grande, RS, Brasil",6
"bonito de santa fe, PB, Brasil",6
"marinópolis, SP, Brasil",6
"olhos d'água, MG, Brasil",6
"guabiju, RS, Brasil",6
"grão pará, SC, Brasil",6
"kaloré, PR, Brasil",6
"são joão da mata, MG, Brasil",6
"epitaciolandia, AC, Brasil",6
"piaçabuçu, AL, Brasil",6
"curuçá, PA, Brasil",6
"carmópolis, SE, Brasil",6
"atalaia, AL, Brasil",6
"teresina de goias, GO, Brasil",6
"são pedro de alcântara, SC, Brasil",6
"morro da garca, MG, Brasil",6
"terezinha, PE, Brasil",6
"são sebastião do maranhão, MG, Brasil",6
"apiacás, MT, Brasil",6
"marcelino vieira, RN, Brasil",6
"itabirinha de mantena, MG, Brasil",6
"gramado dos loureiros, RS, Brasil",6
"são josé do hortêncio, RS, Brasil",6
"são josé do goiabal, MG, Brasil",6
"epitaciolândia, AC, Brasil",6
"timbé do sul, SC, Brasil",6
"carvalhópolis, MG, Brasil",6
"itagibá, BA, Brasil",6
"cascalho rico, MG, Brasil",6
"piraí do norte, BA, Brasil",6
"senador modestino gonçalves, MG, Brasil",6
"itaguacu da bahia, BA, Brasil",6
"caibaté, RS, Brasil",6
"bom jesus do amparo, MG, Brasil",6
"castelo do piauí, PI, Brasil",6
"assaré, CE, Brasil",6
"conceição do tocantins, TO, Brasil",6
"jesupolis, GO, Brasil",6
"monções, SP, Brasil",6
"são josé da boa vista, PR, Brasil",6
"são josé da bela vista, SP, Brasil",6
"conceição do pará, MG, Brasil",6
"xambrê, PR, Brasil",6
"maquine, RS, Brasil",6
"itaju do colonia, BA, Brasil",6
"mansidao, BA, Brasil",6
"sanharó, PE, Brasil",6
"urutaí, GO, Brasil",6
"espírito santo do turvo, SP, Brasil",6
"riachuelo, SE, Brasil",6
"jucas, CE, Brasil",6
"bodocó, PE, Brasil",6
"itambé, PR, Brasil",6
"sandolandia, TO, Brasil",6
"presidente médici, RO, Brasil",6
"glicério, SP, Brasil",6
"salvador , BA, Brasil",6
"zortéa, SC, Brasil",6
"bocaiúva do sul, PR, Brasil",6
"caicara do norte, RN, Brasil",6
"vista alegre, RS, Brasil",6
"gavião peixoto, SP, Brasil",6
"salmourão, SP, Brasil",6
"santana do mundaú, AL, Brasil",6
"boa vista do sul, RS, Brasil",6
"itanhém, BA, Brasil",6
"agrolândia, SC, Brasil",6
"sao joao d alianca, GO, Brasil",6
"cairu, BA, Brasil",6
"pedro velho, RN, Brasil",6
"sítio do quinto, BA, Brasil",6
"piraúba, MG, Brasil",6
"alto alegre do iguacu, PR, Brasil",6
"são félix do coribe, BA, Brasil",6
"estrela doeste, SP, Brasil",6
"campo grande do piaui, PI, Brasil",6
"andaraí, BA, Brasil",6
"dois riachos, AL, Brasil",6
"conceição, PB, Brasil",6
"alto alegre, RS, Brasil",6
"veríssimo, MG, Brasil",6
"arvoredo, SC, Brasil",6
"macuco de minas, MG, Brasil",6
"são félix, BA, Brasil",6
"eugenio de castro, RS, Brasil",6
"santana do deserto, MG, Brasil",6
"machadinho d oeste, RO, Brasil",6
"álvares florence, SP, Brasil",6
"pedrinópolis, MG, Brasil",6
"simao pereira, MG, Brasil",6
"cajari, MA, Brasil",6
"são francisco de paula, MG, Brasil",6
"fagundes, PB, Brasil",6
"são francisco, SP, Brasil",6
"macambira, SE, Brasil",6
"paraíso das águas, MS, Brasil",6
"são francisco, SE, Brasil",6
"itatiaiuçu, MG, Brasil",6
"pirambu, SE, Brasil",6
"vereda, BA, Brasil",6
"ritápolis, MG, Brasil",6
"morro do pilar, MG, Brasil",6
"cidelandia, MA, Brasil",6
"cipó, BA, Brasil",6
"pedra lavrada, PB, Brasil",6
"bugre, MG, Brasil",6
"piripá, BA, Brasil",6
"pedra branca, PB, Brasil",6
"são domingos das dores, MG, Brasil",6
"barão de cotegipe, RS, Brasil",6
"traipu, AL, Brasil",6
"belo horizonta, MG, Brasil",6
"são mamede, PB, Brasil",6
"cruzália, SP, Brasil",6
"junco do seridó, PB, Brasil",6
"são brás do suaçuí, MG, Brasil",6
"bataipora, MS, Brasil",6
"são bernardo, MA, Brasil",6
"colônia vitória, PR, Brasil",6
"janiópolis, PR, Brasil",6
"alcântara, MA, Brasil",6
"bela vista do maranhao, MA, Brasil",6
"baturité, CE, Brasil",6
"caldeirao grande, BA, Brasil",6
"urupá, RO, Brasil",6
"livramento, PB, Brasil",6
"colméia, TO, Brasil",6
"angical do piaui, PI, Brasil",6
"brotas de macaúbas, BA, Brasil",6
"paulistania, SP, Brasil",6
"alto bela vista, SC, Brasil",6
"joão alfredo, PE, Brasil",6
"guarinos, GO, Brasil",6
"humberto de campos, MA, Brasil",6
"vila lângaro, RS, Brasil",6
"california da barra (barra do pirai), RJ, Brasil",6
"são sebastião, DF, Brasil",6
"nazário, GO, Brasil",6
"ibirajá, BA, Brasil",6
"santa salete, SP, Brasil",6
"altamira do parana, PR, Brasil",6
"sao miguel de touros, RN, Brasil",6
"tapiramutá, BA, Brasil",6
"sao joao do itaperiu, SC, Brasil",6
"santo antônio do aracanguá, SP, Brasil",6
"nova timboteua, PA, Brasil",6
"canapolis, BA, Brasil",6
"santa rita d oeste, SP, Brasil",6
"campinacu, GO, Brasil",6
"iomere, SC, Brasil",6
"sao bernardino, SC, Brasil",6
"ibicuitinga, CE, Brasil",6
"tapinas, SP, Brasil",6
"maçambará, RS, Brasil",6
"nossa senhora do ó, PE, Brasil",6
"aruanã, GO, Brasil",6
"ataléia, MG, Brasil",6
"bandeirantes do tocantins, TO, Brasil",6
"heliópolis, BA, Brasil",6
"brasilândia, MS, Brasil",6
"divinopolis do tocantins, TO, Brasil",6
"novo jardim, TO, Brasil",6
"afrânio, PE, Brasil",6
"quipapa, PE, Brasil",6
"matoes do norte, MA, Brasil",6
"embauba, SP, Brasil",6
"pingo-d'agua, MG, Brasil",6
"são miguel dos campos, AL, Brasil",5
"montividiu do norte, GO, Brasil",5
"monteiro lobato, SP, Brasil",5
"vitoria do jari, AP, Brasil",5
"herveiras, RS, Brasil",5
"igrapiúna, BA, Brasil",5
"japaraiba, MG, Brasil",5
"agisse, SP, Brasil",5
"guzolândia, SP, Brasil",5
"sao jose do inhacora, RS, Brasil",5
"taquarana, AL, Brasil",5
"santana do itararé, PR, Brasil",5
"ananás, TO, Brasil",5
"sao jose dos cordeiros, PB, Brasil",5
"nova independência, SP, Brasil",5
"são sebastião da amoreira, PR, Brasil",5
"ingai, MG, Brasil",5
"taperuaba, CE, Brasil",5
"jequia da praia, AL, Brasil",5
"nova redenção, BA, Brasil",5
"messias targino, RN, Brasil",5
"nova santa rita, PI, Brasil",5
"capitão andrade, MG, Brasil",5
"adhemar de barros, PR, Brasil",5
"medicilândia, PA, Brasil",5
"vila flor, RN, Brasil",5
"dores de guanhaes, MG, Brasil",5
"brasiléia, AC, Brasil",5
"cândido godói, RS, Brasil",5
"pirapemas, MA, Brasil",5
"caraibas, BA, Brasil",5
"cássia dos coqueiros, SP, Brasil",5
"santa maria, RJ, Brasil",5
"santa lúcia, PR, Brasil",5
"joselandia, MA, Brasil",5
"santa lucia, PR, Brasil",5
"planaltina de goias, GO, Brasil",5
"santa isabel do rio preto, RJ, Brasil",5
"aguas frias, SC, Brasil",5
"guairaçá, PR, Brasil",5
"sardoá, MG, Brasil",5
"sa£o paulo, SP, Brasil",5
"marcos parente, PI, Brasil",5
"ouro verde de goias, GO, Brasil",5
"santa brígida, BA, Brasil",5
"santa barbara de goias, GO, Brasil",5
"caém, BA, Brasil",5
"general câmara, RS, Brasil",5
"itanhangá, MT, Brasil",5
"vespasiano correa, RS, Brasil",5
"frei rogerio, SC, Brasil",5
"sacra familia do tingua, RJ, Brasil",5
"itape, BA, Brasil",5
"severiano melo, RN, Brasil",5
"silveira martins, RS, Brasil",5
"cerro negro, SC, Brasil",5
"jatoba, MA, Brasil",5
"luís correia, PI, Brasil",5
"urucânia, MG, Brasil",5
"jordanésia, SP, Brasil",5
"japuíba, RJ, Brasil",5
"patis, MG, Brasil",5
"itaúba, MT, Brasil",5
"alto paraiso, PR, Brasil",5
"coite do noia, AL, Brasil",5
"divinópolis do tocantins, TO, Brasil",5
"felipe guerra, RN, Brasil",5
"lençóis, BA, Brasil",5
"desembargador otoni, MG, Brasil",5
"riacho fundo 2, DF, Brasil",5
"aparecida de monte alto, SP, Brasil",5
"desterro do melo, MG, Brasil",5
"peri mirim, MA, Brasil",5
"retirolândia, BA, Brasil",5
"conrado, RJ, Brasil",5
"redencao do gurgueia, PI, Brasil",5
"são joão da urtiga, RS, Brasil",5
"ravena, MG, Brasil",5
"barao ataliba nogueira, SP, Brasil",5
"pinhao, SE, Brasil",5
"sao fernando, RN, Brasil",5
"lagoa da canoa, AL, Brasil",5
"santo expedito do sul, RS, Brasil",5
"santo estêvão, BA, Brasil",5
"sao francisco do brejao, MA, Brasil",5
"lagoa, PB, Brasil",5
"cajuri, MG, Brasil",5
"são martinho, RS, Brasil",5
"santo antônio do aventureiro, MG, Brasil",5
"aguas claras, RS, Brasil",5
"limeira d oeste, MG, Brasil",4
"sobrália, MG, Brasil",4
"croatá, CE, Brasil",4
"aparecida d oeste, SP, Brasil",4
"paraíso do sul, RS, Brasil",4
"lídice, RJ, Brasil",4
"paraíso, SC, Brasil",4
"simplício mendes, PI, Brasil",4
"flôr da serra do sul, PR, Brasil",4
"itapiúna, CE, Brasil",4
"paranapuã, SP, Brasil",4
"barrolândia, TO, Brasil",4
"anitápolis, SC, Brasil",4
